'article_id1', 'article_id2', 'similarity'
11000110, 11103210, 0.98046875
11000110, 11103210, 0.98046875
11000110, 11103310, 0.9765625
11000110, 11103310, 0.96875
11000110, 11103310, 0.9765625
11000110, 11103310, 0.9765625
11000110, 11103320, 0.98046875
11000110, 11103320, 0.98046875
11000110, 11103320, 0.98046875
11000110, 11103451, 0.99609375
11000110, 11103451, 0.99609375
11000110, 11103530, 0.984375
11000110, 11103530, 0.984375
11000110, 11103610, 0.96875
11000110, 11103610, 0.9765625
11000110, 11103710, 0.9921875
11000110, 11103881, 0.98828125
11000110, 11103881, 0.98828125
11000110, 11103930, 0.97265625
11000110, 11103930, 0.97265625
11000110, 11104050, 0.9765625
11000110, 11104050, 0.9765625
11000110, 11104180, 0.984375
11000110, 11104180, 0.984375
11000110, 11104210, 0.98046875
11000110, 11104210, 0.98046875
11000110, 11104381, 0.984375
11000110, 11104381, 0.984375
11000110, 11104481, 0.98828125
11000110, 11104481, 0.98828125
11000110, 11104510, 0.98046875
11000110, 11104510, 0.97265625
11000110, 11104681, 0.97265625
11000110, 11104781, 0.99609375
11000110, 11104781, 0.99609375
11000110, 11104881, 0.9765625
11000110, 11104981, 0.98046875
11000110, 11105013, 0.984375
11000110, 11105013, 0.984375
11000110, 11105120, 0.99609375
11000110, 11105120, 0.99609375
11000110, 11105210, 0.98046875
11000110, 11105210, 0.97265625
11000110, 11105210, 0.98046875
11000110, 11105310, 0.97265625
11000110, 11105310, 0.97265625
11000110, 11105480, 0.99609375
11000110, 11105520, 0.99609375
11000110, 11105750, 0.99609375
11000110, 11105750, 0.99609375
11000110, 11105880, 0.984375
11000110, 11105880, 0.984375
11000110, 11105950, 0.9765625
11000110, 11105950, 0.9765625
11000110, 11105980, 0.9765625
11000110, 11105980, 0.9765625
11000110, 11105980, 0.9765625
11000110, 11106010, 0.9921875
11000110, 11106010, 0.9921875
11000110, 11106110, 0.98046875
11000110, 11106210, 0.9765625
11000110, 11106210, 0.9765625
11000110, 11106210, 0.9765625
11000110, 11106220, 0.984375
11000110, 11106381, 0.984375
11000110, 11106410, 0.984375
11000110, 11106410, 0.9921875
11000110, 11106410, 0.9921875
11000110, 11106410, 0.9921875
11000110, 11106580, 0.98046875
11000110, 11106580, 0.98046875
11000110, 11106610, 0.9765625
11000110, 11106710, 0.9921875
11000110, 11106710, 0.984375
11000110, 11106710, 0.9921875
11000110, 11106710, 0.9921875
11000110, 11106710, 0.9921875
11000110, 11106710, 0.9921875
11000110, 11106810, 0.9921875
11000110, 11106810, 0.9921875
11000110, 11106810, 0.9921875
11000110, 11106810, 0.9921875
11000110, 11106910, 0.9921875
11000110, 11106910, 0.9921875
11000110, 11106910, 0.9921875
11000110, 11106910, 0.9921875
11000110, 11107010, 0.984375
11000110, 11107110, 0.9921875
11000110, 11107250, 0.98046875
11000110, 11107310, 0.984375
11000110, 11107420, 0.9921875
11000110, 11107420, 0.9921875
11000110, 11107420, 0.9921875
11000110, 11107420, 0.9921875
11000110, 11107520, 0.99609375
11000110, 11107520, 0.99609375
11000110, 11107610, 0.9921875
11000110, 11107610, 0.9921875
11000110, 11107610, 0.984375
11000110, 11107610, 0.9921875
11000110, 11107710, 0.98828125
11000110, 11107720, 0.9921875
11000110, 11107720, 0.9921875
11000110, 11107720, 0.9921875
11000110, 11107720, 0.9921875
11000110, 11107830, 0.9921875
11000110, 11107830, 0.9921875
11000110, 11107830, 0.9921875
11000110, 11107980, 0.98828125
11000110, 11108020, 0.984375
11000110, 11108110, 0.984375
11000110, 11108120, 0.99609375
11000110, 11108210, 0.98046875
11000110, 11108210, 0.98828125
11000110, 11108210, 0.98828125
11000110, 11108210, 0.98828125
11000110, 11108230, 0.98046875
11000110, 11108230, 0.98046875
11000110, 11108230, 0.98046875
11000110, 11108230, 0.98046875
11000110, 11108320, 0.98046875
11000110, 11108320, 0.98046875
11000110, 11108320, 0.98046875
11000110, 11108320, 0.98046875
11000110, 11108420, 0.99609375
11000110, 11108510, 0.9765625
11000110, 11108510, 0.9765625
11000110, 11108610, 0.98046875
11000110, 11108610, 0.984375
11000110, 11108710, 0.98046875
11000110, 11108710, 0.98828125
11000110, 11108710, 0.98828125
11000110, 11108810, 0.984375
11000110, 11108830, 0.98828125
11000110, 11108910, 0.9765625
11000110, 11108910, 0.9765625
11000110, 11108910, 0.9765625
11000110, 11109010, 0.96484375
11000110, 11109010, 0.96484375
11000110, 11109135, 0.9765625
11000110, 11109135, 0.9765625
11000110, 11109210, 0.9765625
11000110, 11109380, 0.98828125
11000110, 11109380, 0.98828125
11000110, 11109380, 0.98828125
11000110, 11109410, 0.98828125
11000110, 11109410, 0.98046875
11000110, 11109410, 0.98828125
11000110, 11109510, 0.98046875
11000110, 11109510, 0.9765625
11000110, 11109510, 0.98046875
11000110, 11109510, 0.98046875
11000110, 11109610, 0.9765625
11000110, 11109710, 0.9921875
11000110, 11109810, 0.984375
11000110, 11109820, 0.99609375
11000110, 11110010, 0.9921875
11000110, 11110020, 0.99609375
11000110, 11110110, 0.9921875
11000110, 11110120, 0.99609375
11000110, 11110120, 0.99609375
11000110, 11110210, 0.984375
11000110, 11110210, 0.9921875
11000110, 11110381, 0.984375
11000110, 11110410, 0.9765625
11000110, 11110510, 0.9921875
11000110, 11110510, 0.9921875
11000110, 11110630, 0.98046875
11000110, 11110730, 0.98046875
11000110, 11110730, 0.98046875
11000110, 11110881, 0.98046875
11000110, 11110881, 0.98046875
11000110, 11110935, 0.98046875
11000110, 11110935, 0.98828125
11000110, 11110935, 0.98828125
11000110, 11111110, 0.98828125
11000110, 11111230, 0.9921875
11000110, 11111230, 0.9921875
11000110, 11111381, 0.98046875
11000110, 11111430, 0.984375
11000110, 11111530, 0.99609375
11000110, 11111630, 0.984375
11000110, 11111630, 0.984375
11000110, 11111710, 0.98046875
11000110, 11111710, 0.98046875
11000110, 11111710, 0.97265625
11000110, 11111810, 0.984375
11000110, 11111810, 0.9765625
11000110, 11111930, 0.98046875
11000110, 11112030, 0.98828125
11000110, 11112030, 0.98828125
11000110, 11112181, 0.98828125
11000110, 11112210, 0.984375
11000110, 11112210, 0.984375
11000110, 11112310, 0.98046875
11000110, 11112310, 0.98828125
11000110, 11112310, 0.98828125
11000110, 11112410, 0.984375
11000110, 11112410, 0.984375
11000110, 11112520, 0.98828125
11000110, 11112520, 0.98828125
11000110, 11112610, 0.98046875
11000110, 11112810, 0.98046875
11000110, 11112810, 0.97265625
11000110, 11112810, 0.98046875
11000110, 11112910, 0.98046875
11000110, 11112910, 0.98046875
11000110, 11113010, 0.98046875
11000110, 11113010, 0.98828125
11000110, 11113120, 0.98046875
11000110, 11113120, 0.98046875
11000110, 11113210, 0.98046875
11000110, 11113380, 0.984375
11000110, 11113410, 0.984375
11000110, 11113510, 0.98828125
11000110, 11113510, 0.98046875
11000110, 11113510, 0.98828125
11000110, 11113510, 0.98828125
11000110, 11113610, 0.984375
11000110, 11113710, 0.9921875
11000110, 11113710, 0.984375
11000110, 11113820, 0.99609375
11000110, 11113820, 0.99609375
11000110, 11113820, 0.99609375
11000110, 11113820, 0.99609375
11000110, 11113950, 0.99609375
11000110, 11113950, 0.99609375
11000110, 11114020, 0.99609375
11000110, 11114020, 0.99609375
11000110, 11114020, 0.99609375
11000110, 11114320, 0.98046875
11000110, 11114320, 0.98046875
11000110, 11114320, 0.98046875
11000110, 11114430, 0.99609375
11000110, 11114430, 0.99609375
11000110, 11114430, 0.99609375
11000110, 11114510, 0.984375
11000110, 11114610, 0.98046875
11000110, 11114610, 0.98046875
11000110, 11114714, 0.984375
11000110, 11114714, 0.984375
11000110, 11114714, 0.984375
11000110, 11114820, 0.99609375
11000110, 11114980, 0.98046875
11000110, 11114980, 0.98046875
11000110, 11114980, 0.98046875
11000110, 11115050, 0.96875
11000110, 11115110, 0.97265625
11000110, 11115220, 0.99609375
11000110, 11115220, 0.99609375
11000110, 11115220, 0.99609375
11000110, 11115310, 0.9921875
11000110, 11115310, 0.9921875
11000110, 11115310, 0.9921875
11000110, 11115415, 0.984375
11000110, 11115415, 0.984375
11000110, 11115420, 0.984375
11000110, 11115510, 0.9921875
11000110, 11115510, 0.9921875
11000110, 11115610, 0.9765625
11000110, 11115610, 0.9765625
11000110, 11115610, 0.9765625
11000110, 11115710, 0.98828125
11000110, 11115710, 0.98828125
11000110, 11115710, 0.98828125
11000110, 11115820, 0.99609375
11000110, 11115820, 0.99609375
11000110, 11115910, 0.9921875
11000110, 11115910, 0.9921875
11000110, 11116010, 0.9921875
11000110, 11116010, 0.9921875
11000110, 11116110, 0.98046875
11000110, 11116110, 0.98046875
11000110, 11116110, 0.98046875
11000110, 11116220, 0.9921875
11000110, 11116220, 0.9921875
11000110, 11116220, 0.9921875
11000110, 11116220, 0.9921875
11000110, 11116320, 0.99609375
11000110, 11116320, 0.99609375
11000110, 11116420, 0.984375
11000110, 11116420, 0.984375
11000110, 11116520, 0.9921875
11000110, 11116520, 0.9921875
11000110, 11116620, 0.984375
11000110, 11116710, 0.984375
11000110, 11116710, 0.9921875
11000110, 11116830, 0.97265625
11000110, 11116830, 0.98046875
11000110, 11116910, 0.9765625
11000110, 11116910, 0.9765625
11000110, 11116910, 0.9765625
11000110, 11116910, 0.9765625
11000110, 11117010, 0.9921875
11000110, 11117010, 0.984375
11000110, 11117110, 0.9921875
11000110, 11117110, 0.9921875
11000110, 11117110, 0.9921875
11000110, 11117220, 0.984375
11000110, 11117310, 0.984375
11000110, 11117420, 0.984375
11000110, 11117420, 0.984375
11000110, 11117520, 0.984375
11000110, 11117520, 0.984375
11000110, 11117610, 0.9921875
11000110, 11117710, 0.9921875
11000110, 11117710, 0.9921875
11000110, 11117810, 0.98046875
11000110, 11117810, 0.98046875
11000110, 11117920, 0.9921875
11000110, 11117920, 0.9921875
11000110, 11118030, 0.9921875
11000110, 11118030, 0.984375
11000110, 11118150, 0.9921875
11000110, 11118330, 0.98046875
11000110, 11118420, 0.98828125
11000110, 11118420, 0.98828125
11000110, 11118420, 0.98828125
11000110, 11118510, 0.9921875
11000110, 11118510, 0.984375
11000110, 11118630, 0.99609375
11000110, 11118630, 0.99609375
11000110, 11118720, 0.99609375
11000110, 11118880, 0.984375
11000110, 11118880, 0.984375
11000110, 11118921, 0.98828125
11000110, 11118921, 0.98046875
11000110, 11118921, 0.98828125
11000110, 11119080, 0.99609375
11000110, 11119080, 0.99609375
11000110, 11119080, 0.9921875
11000110, 11119130, 0.99609375
11000110, 11119130, 0.99609375
11000110, 11119230, 0.98828125
11000110, 11119330, 0.9921875
11000110, 11119480, 0.98046875
11000110, 11119580, 0.99609375
11000110, 11119620, 0.984375
11000110, 11119850, 0.99609375
11000110, 11119850, 0.99609375
11000110, 11119920, 0.99609375
11000110, 11119980, 0.99609375
11000110, 11120030, 0.98828125
11000110, 11120030, 0.98828125
11000110, 11120130, 0.99609375
11000110, 11120230, 0.9921875
11000110, 11120310, 0.9921875
11000110, 11120310, 0.984375
11000110, 11120420, 0.98046875
11000110, 11120420, 0.98046875
11000110, 11120420, 0.98046875
11000110, 11120420, 0.98046875
11000110, 11120420, 0.98046875
11000110, 11120530, 0.98046875
11000110, 11120620, 0.99609375
11000110, 11120710, 0.97265625
11000110, 11120810, 0.98046875
11000110, 11120920, 0.99609375
11000110, 11121020, 0.99609375
11000110, 11121020, 0.99609375
11000110, 11121130, 0.99609375
11000110, 11121280, 0.99609375
11000110, 11121310, 0.98828125
11000110, 11121310, 0.98828125
11000110, 11121410, 0.9765625
11000110, 11121410, 0.9765625
11000110, 11121510, 0.98828125
11000110, 11121510, 0.98828125
11000110, 11121650, 0.98828125
11000110, 11121650, 0.98828125
11000110, 11121730, 0.99609375
11000110, 11121730, 0.99609375
11000110, 11121730, 0.99609375
11000110, 11121810, 0.98828125
11000110, 11121810, 0.98828125
11000110, 11121920, 0.984375
11000110, 11121920, 0.984375
11000110, 11121920, 0.984375
11000110, 11121920, 0.984375
11000110, 11122020, 0.98046875
11000110, 11122020, 0.98046875
11000110, 11122020, 0.98046875
11000110, 11122180, 0.98046875
11000110, 11122180, 0.98046875
11000110, 11122220, 0.98046875
11000110, 11122380, 0.98828125
11000110, 11122380, 0.99609375
11000110, 11122430, 0.99609375
11000110, 11122430, 0.99609375
11000110, 11122430, 0.99609375
11000110, 11122510, 0.984375
11000110, 11122614, 0.98046875
11000110, 11122780, 0.9921875
11000110, 11122810, 0.98046875
11000110, 11122810, 0.97265625
11000110, 11122980, 0.9765625
11000110, 11122980, 0.984375
11000110, 11122980, 0.984375
11000110, 11123010, 0.98828125
11000110, 11123010, 0.98828125
11000110, 11123010, 0.98828125
11000110, 11123130, 0.99609375
11000110, 11123210, 0.9921875
11000110, 11123310, 0.9921875
11000110, 11123310, 0.9921875
11000110, 11123430, 0.99609375
11000110, 11123430, 0.99609375
11000110, 11123530, 0.99609375
11000110, 11123530, 0.98828125
11000110, 11123610, 0.984375
11000110, 11123610, 0.984375
11000110, 11123750, 0.984375
11000110, 11123810, 0.98046875
11000110, 11123810, 0.98046875
11000110, 11123910, 0.984375
11000110, 11124010, 0.97265625
11000110, 11124010, 0.96484375
11000110, 11124010, 0.97265625
11000110, 11124110, 0.984375
11000110, 11124110, 0.9921875
11000110, 11124220, 0.99609375
11000110, 11124230, 0.99609375
11000110, 11124330, 0.99609375
11000110, 11124410, 0.9921875
11000110, 11124410, 0.984375
11000110, 11124510, 0.98046875
11000110, 11124510, 0.97265625
11000110, 11124620, 0.98828125
11000110, 11124710, 0.9921875
11000110, 11124710, 0.9921875
11000110, 11124810, 0.9921875
11000110, 11124920, 0.99609375
11000110, 11125010, 0.98828125
11000110, 11125010, 0.98828125
11000110, 11125140, 0.99609375
11000110, 11125210, 0.98828125
11000110, 11125210, 0.98828125
11000110, 11125220, 0.9921875
11000110, 11125220, 0.9921875
11000110, 11125220, 0.9921875
11000110, 11125310, 0.984375
11000110, 11125450, 0.984375
11000110, 11125510, 0.9921875
11000110, 11125610, 0.98046875
11000110, 11125610, 0.98828125
11000110, 11125710, 0.98046875
11000110, 11125710, 0.98046875
11000110, 11125720, 0.98046875
11000110, 11125820, 0.9765625
11000110, 11125910, 0.98828125
11000110, 11126010, 0.9921875
11000110, 11126010, 0.9921875
11000110, 11126120, 0.9765625
11000110, 11126213, 0.9765625
11000110, 11126213, 0.9765625
11000110, 11126310, 0.98828125
11000110, 11126310, 0.98046875
11000110, 11126410, 0.98046875
11000110, 11126520, 0.99609375
11000110, 11126620, 0.99609375
11000110, 11126710, 0.984375
11000110, 11126810, 0.97265625
11000110, 11126930, 0.98828125
11000110, 11126930, 0.99609375
11000110, 11127020, 0.98046875
11000110, 11127110, 0.9921875
11000110, 11127110, 0.9921875
11000110, 11127220, 0.99609375
11000110, 11127320, 0.99609375
11000110, 11127320, 0.99609375
11000110, 11127430, 0.99609375
11000110, 11127430, 0.99609375
11000110, 11127510, 0.9921875
11000110, 11127630, 0.98828125
11000110, 11127630, 0.99609375
11000110, 11127710, 0.98046875
11000110, 11127710, 0.98046875
11000110, 11127810, 0.984375
11000110, 11127810, 0.984375
11000110, 11127810, 0.984375
11000110, 11127910, 0.98828125
11000110, 11127910, 0.98828125
11000110, 11128010, 0.984375
11000110, 11128010, 0.9921875
11000110, 11128110, 0.984375
11000110, 11128110, 0.984375
11000110, 11128220, 0.98828125
11000110, 11128220, 0.98828125
11000110, 11128310, 0.97265625
11000110, 11128430, 0.9765625
11000110, 11128530, 0.98046875
11000110, 11128530, 0.98046875
11000110, 11128610, 0.97265625
11000110, 11128710, 0.9921875
11000110, 11128810, 0.9921875
11000110, 11128920, 0.984375
11000110, 11129080, 0.984375
11000110, 11129130, 0.98046875
11000110, 11129130, 0.98046875
11000110, 11129220, 0.984375
11000110, 11129220, 0.984375
11000110, 11129330, 0.9765625
11000110, 11129330, 0.9765625
11000110, 11129410, 0.97265625
11000110, 11129410, 0.97265625
11000110, 11129410, 0.97265625
11000110, 11129410, 0.97265625
11000110, 11129550, 0.9921875
11000110, 11129610, 0.98828125
11000110, 11129710, 0.97265625
11000110, 11129710, 0.97265625
11000110, 11129830, 0.9921875
11000110, 11129830, 0.9921875
11000110, 11129910, 0.97265625
11000110, 11129910, 0.98046875
11000110, 11130030, 0.984375
11000110, 11130030, 0.984375
11000110, 11130110, 0.98828125
11000110, 11130110, 0.98828125
11000110, 11130110, 0.98828125
11000110, 11130110, 0.98828125
11000110, 11130220, 0.9921875
11000110, 11130320, 0.97265625
11000110, 11130410, 0.9765625
11000110, 11130410, 0.98046875
11000110, 11130530, 0.99609375
11000110, 11130610, 0.9765625
11000110, 11130610, 0.96875
11000110, 11130730, 0.984375
11000110, 11130730, 0.984375
11000110, 11130730, 0.984375
11000110, 11130730, 0.984375
11000110, 11130820, 0.9921875
11000110, 11131010, 0.98828125
11000110, 11131010, 0.98828125
11000110, 11131130, 0.98828125
11000110, 11131220, 0.984375
11000110, 11131220, 0.984375
11000110, 11131220, 0.984375
11000110, 11131220, 0.984375
11000110, 11131310, 0.98046875
11000110, 11131510, 0.9765625
11000110, 11131510, 0.9765625
11000110, 11131620, 0.984375
11000110, 11131620, 0.984375
11000110, 11131710, 0.98828125
11000110, 11131710, 0.98046875
11000110, 11131710, 0.98828125
11000110, 11131830, 0.9921875
11000110, 11131830, 0.9921875
11000110, 11131830, 0.984375
11000110, 11131830, 0.9921875
11000110, 11131910, 0.98046875
11000110, 11131910, 0.98046875
11000110, 11132010, 0.9765625
11000110, 11132010, 0.9765625
11000110, 11132110, 0.97265625
11000110, 11132110, 0.98046875
11000110, 11132230, 0.9921875
11000110, 11132230, 0.984375
11000110, 11132310, 0.97265625
11000110, 11132310, 0.98046875
11000110, 11132410, 0.98046875
11000110, 11132410, 0.98828125
11000110, 11132510, 0.9921875
11000110, 11132630, 0.9921875
11000110, 11132720, 0.984375
11000110, 11132810, 0.984375
11000110, 11132810, 0.9921875
11000110, 11132950, 0.99609375
11000110, 11133010, 0.98046875
11000110, 11133010, 0.98046875
11000110, 11133010, 0.98046875
11000110, 11133010, 0.97265625
11000110, 11133030, 0.98046875
11000110, 11133030, 0.98046875
11000110, 11133130, 0.99609375
11000110, 11133230, 0.98046875
11000110, 11133230, 0.98046875
11000110, 11133230, 0.98046875
11000110, 11133310, 0.9921875
11000110, 11133420, 0.98046875
11000110, 11133510, 0.9921875
11000110, 11133510, 0.9921875
11000110, 11133630, 0.9921875
11000110, 11133630, 0.984375
11000110, 11133710, 0.984375
11000110, 11133710, 0.984375
11000110, 11133810, 0.97265625
11000110, 11133910, 0.9921875
11000110, 11134050, 0.99609375
11000110, 11134110, 0.98828125
11000110, 11134210, 0.9921875
11000110, 11134310, 0.984375
11000110, 11134310, 0.984375
11000110, 11134410, 0.98046875
11000110, 11134410, 0.98046875
11000110, 11134530, 0.9921875
11000110, 11134610, 0.984375
11000110, 11134610, 0.984375
11000110, 11134710, 0.98828125
11000110, 11134710, 0.98828125
11000110, 11134710, 0.98828125
11000110, 11134810, 0.9765625
11000110, 11134810, 0.984375
11000110, 11134810, 0.984375
11000110, 11135010, 0.9765625
11000110, 11135010, 0.984375
11000110, 11135210, 0.984375
11000110, 11135210, 0.9921875
11000110, 11135540, 0.9765625
11000110, 11135540, 0.96875
11000110, 11135610, 0.984375
11000110, 11135710, 0.9765625
11000110, 11135940, 0.9765625
11000110, 11135940, 0.984375
11000110, 11136010, 0.9921875
11000110, 11136110, 0.98828125
11000110, 11136220, 0.99609375
11000110, 11136220, 0.99609375
11000110, 11136320, 0.99609375
11000110, 11136410, 0.98828125
11000110, 11136410, 0.98828125
11000110, 11136410, 0.98046875
11000110, 11136530, 0.99609375
11000110, 11136530, 0.99609375
11000110, 11136610, 0.98046875
11000110, 11136610, 0.98046875
11000110, 11136610, 0.97265625
11000110, 11136610, 0.98046875
11000110, 11136710, 0.98828125
11000110, 11136710, 0.98828125
11000110, 11136810, 0.9921875
11000110, 11136950, 0.9921875
11000110, 11137110, 0.98046875
11000110, 11137110, 0.98046875
11000110, 11137210, 0.98046875
11000110, 11137210, 0.98046875
11000110, 11137310, 0.9921875
11000110, 11137430, 0.99609375
11000110, 11137430, 0.99609375
11000110, 11137530, 0.99609375
11000110, 11137610, 0.98828125
11000110, 11137610, 0.98828125
11000110, 11137710, 0.97265625
11000110, 11137710, 0.98046875
11000110, 11137810, 0.98046875
11000110, 11137810, 0.98046875
11000110, 11137910, 0.98828125
11000110, 11138080, 0.98046875
11000110, 11138080, 0.98046875
11000110, 11138110, 0.9921875
11000110, 11138210, 0.98828125
11000110, 11138330, 0.99609375
11000110, 11138420, 0.984375
11000110, 11138420, 0.984375
11000110, 11138510, 0.9921875
11000110, 11138610, 0.98828125
11000110, 11138710, 0.98828125
11000110, 11138810, 0.984375
11000110, 11138810, 0.9921875
11000110, 11138980, 0.9921875
11000110, 11139020, 0.98828125
11000110, 11139020, 0.98828125
11000110, 11139020, 0.98828125
11000110, 11139020, 0.98828125
11000110, 11139110, 0.9921875
11000110, 11139210, 0.9921875
11000110, 11139210, 0.9921875
11000110, 11139350, 0.984375
11000110, 11139350, 0.984375
11000110, 11139410, 0.98828125
