'article_id', 'similarity'
'11116520-63', 0.98828125
'11116620-60', 0.984375
'11116710-20', 0.98046875
'11116710-60', 0.98828125
'11116830-20', 0.97265625
'11116830-50', 0.98046875
'11116910-10', 0.984375
'11116910-19', 0.984375
'11116910-60', 0.984375
'11116910-63', 0.984375
'11117010-10', 0.98828125
'11117010-20', 0.98046875
'11117110-10', 0.9921875
'11117110-62', 0.9921875
'11117110-63', 0.9921875
'11117220-10', 0.98046875
'11117310-63', 0.984375
'11117420-61', 0.984375
'11117420-10', 0.984375
'11117520-10', 0.98046875
'11117520-50', 0.98046875
'11117610-11', 0.98828125
'11117710-10', 0.9921875
'11117710-60', 0.9921875
'11117810-63', 0.984375
'11117810-10', 0.984375
'11117920-60', 0.98828125
'11117920-50', 0.98828125
'11118030-10', 0.98828125
'11118030-20', 0.98046875
'11118150-11', 0.9921875
'11118330-50', 0.98046875
'11118420-10', 0.98828125
'11118420-63', 0.98828125
'11118420-11', 0.98828125
'11118510-10', 0.98828125
'11118510-20', 0.98046875
'11118630-11', 0.98828125
'11118630-50', 0.98828125
'11118720-50', 0.99609375
'11118880-11', 0.9765625
'11118880-50', 0.9765625
'11118921-50', 0.98046875
'11118921-20', 0.97265625
'11118921-10', 0.98046875
'11119080-84', 0.9921875
'11119080-54', 0.9921875
'11119080-29', 0.98828125
'11119130-10', 0.98828125
'11119130-11', 0.98828125
'11119230-20', 0.98046875
'11119330-50', 0.984375
'11119480-10', 0.984375
'11119580-59', 0.9921875
'11119620-50', 0.984375
'11119850-50', 0.99609375
'11119850-10', 0.99609375
'11119920-10', 0.99609375
'11119980-14', 0.9921875
'11120030-64', 0.98828125
'11120030-50', 0.98828125
'11120130-11', 0.98828125
'11120230-11', 0.98828125
'11120310-10', 0.98828125
'11120310-20', 0.98046875
'11120420-11', 0.98828125
'11120420-12', 0.98828125
'11120420-50', 0.98828125
'11120420-60', 0.98828125
'11120420-70', 0.98828125
'11120530-50', 0.984375
'11120620-60', 0.99609375
'11120710-20', 0.97265625
'11120810-11', 0.98046875
'11120920-60', 0.99609375
'11121020-10', 0.99609375
'11121020-70', 0.99609375
'11121130-10', 0.98828125
'11121280-50', 0.984375
'11121310-11', 0.99609375
'11121310-64', 0.99609375
'11121410-50', 0.984375
'11121410-11', 0.984375
'11121510-10', 0.98828125
'11121510-60', 0.98828125
'11121650-60', 0.984375
'11121650-11', 0.984375
'11121730-80', 0.98828125
'11121730-50', 0.98828125
'11121730-30', 0.98828125
'11121810-60', 0.99609375
'11121810-50', 0.99609375
'11121920-14', 0.9921875
'11121920-12', 0.9921875
'11121920-11', 0.9921875
'11121920-64', 0.9921875
'11122020-11', 0.98828125
'11122020-10', 0.98828125
'11122020-70', 0.98828125
'11122180-50', 0.98046875
'11122180-11', 0.98046875
'11122220-62', 0.98828125
'11122380-20', 0.9765625
'11122380-11', 0.984375
'11122430-70', 0.98828125
'11122430-11', 0.98828125
'11122430-10', 0.98828125
'11122510-20', 0.984375
'11122614-10', 0.98828125
'11122780-12', 0.984375
'11122810-10', 0.98046875
'11122810-20', 0.97265625
'11122980-20', 0.97265625
'11122980-50', 0.98046875
'11122980-11', 0.98046875
'11123010-10', 0.99609375
'11123010-11', 0.99609375
'11123010-63', 0.99609375
'11123130-11', 0.98828125
'11123210-10', 0.99609375
'11123310-10', 0.9921875
'11123310-60', 0.9921875
'11123430-10', 0.9921875
'11123430-11', 0.9921875
'11123530-10', 0.98828125
'11123530-20', 0.98046875
'11123610-10', 0.98828125
'11123610-60', 0.98828125
'11123750-50', 0.98046875
'11123810-14', 0.984375
'11123810-63', 0.984375
'11123910-20', 0.984375
'11124010-63', 0.984375
'11124010-20', 0.9765625
'11124010-50', 0.984375
'11124110-20', 0.98046875
'11124110-60', 0.98828125
'11124220-10', 0.98828125
'11124230-50', 0.98828125
'11124330-10', 0.9921875
'11124410-10', 0.98828125
'11124410-20', 0.98046875
'11124510-10', 0.9765625
'11124510-20', 0.96875
'11124620-50', 0.98046875
'11124710-21', 0.98828125
'11124710-50', 0.98828125
'11124810-92', 0.98828125
'11124920-50', 0.98828125
'11125010-11', 0.98828125
'11125010-60', 0.98828125
'11125140-10', 0.9921875
'11125210-10', 0.99609375
'11125210-62', 0.99609375
'11125220-60', 0.99609375
'11125220-62', 0.99609375
'11125220-70', 0.99609375
'11125310-20', 0.984375
'11125450-63', 0.98046875
'11125510-11', 0.9921875
'11125610-20', 0.98046875
'11125610-50', 0.98828125
'11125710-10', 0.98828125
'11125710-62', 0.98828125
'11125720-60', 0.984375
'11125820-64', 0.984375
'11125910-11', 0.98828125
'11126010-10', 0.9921875
'11126010-60', 0.9921875
'11126120-60', 0.984375
'11126213-50', 0.984375
'11126213-63', 0.984375
'11126310-10', 0.98828125
'11126310-20', 0.98046875
'11126410-20', 0.98046875
'11126520-11', 0.98828125
'11126620-11', 0.98828125
'11126710-20', 0.9765625
'11126810-14', 0.98046875
'11126930-20', 0.9765625
'11126930-50', 0.984375
'11127020-10', 0.984375
'11127110-11', 0.98828125
'11127110-63', 0.98828125
'11127220-50', 0.99609375
'11127320-60', 0.99609375
'11127320-10', 0.99609375
'11127430-50', 0.98828125
'11127430-70', 0.98828125
'11127510-10', 0.9921875
'11127630-20', 0.984375
'11127630-50', 0.9921875
'11127710-63', 0.98046875
'11127710-50', 0.98046875
'11127810-50', 0.98046875
'11127810-14', 0.98046875
'11127810-63', 0.98046875
'11127910-59', 0.984375
'11127910-92', 0.984375
'11128010-20', 0.98046875
'11128010-50', 0.98828125
'11128110-40', 0.9765625
'11128110-35', 0.9765625
'11128220-50', 0.98046875
'11128220-11', 0.98046875
'11128310-20', 0.9765625
'11128430-50', 0.984375
'11128530-80', 0.98046875
'11128530-50', 0.98046875
'11128610-11', 0.984375
'11128710-10', 0.9921875
'11128810-10', 0.9921875
'11128920-50', 0.984375
'11129080-11', 0.9765625
'11129130-50', 0.98046875
'11129130-11', 0.98046875
'11129220-50', 0.984375
'11129220-64', 0.984375
'11129330-50', 0.98828125
'11129330-11', 0.98828125
'11129410-70', 0.98828125
'11129410-62', 0.98828125
'11129410-52', 0.98828125
'11129410-50', 0.98828125
'11129550-60', 0.9921875
'11129610-11', 0.9921875
'11129710-10', 0.984375
'11129710-12', 0.984375
'11129830-11', 0.9921875
'11129830-50', 0.9921875
'11129910-20', 0.97265625
'11129910-50', 0.98046875
'11130030-50', 0.98828125
'11130030-70', 0.98828125
'11130110-10', 0.9921875
'11130110-19', 0.9921875
'11130110-60', 0.9921875
'11130110-80', 0.9921875
'11130220-60', 0.9921875
'11130320-11', 0.984375
'11130410-11', 0.9765625
'11130410-50', 0.9765625
'11130530-50', 0.9921875
'11130610-10', 0.984375
'11130610-20', 0.9765625
'11130730-11', 0.984375
'11130730-30', 0.984375
'11130730-50', 0.984375
'11130730-80', 0.984375
'11130820-11', 0.9921875
'11131010-63', 0.9921875
'11131010-50', 0.9921875
'11131130-50', 0.98828125
'11131220-63', 0.98046875
'11131220-60', 0.98046875
'11131220-50', 0.98046875
'11131220-35', 0.98046875
'11131310-20', 0.984375
'11131510-72', 0.98828125
'11131510-50', 0.98828125
'11131620-50', 0.98046875
'11131620-21', 0.98046875
'11131710-50', 0.9921875
'11131710-20', 0.984375
'11131710-10', 0.9921875
'11131830-51', 0.9921875
'11131830-50', 0.9921875
'11131830-20', 0.984375
'11131830-10', 0.9921875
'11131910-60', 0.98046875
'11131910-11', 0.98046875
'11132010-50', 0.98046875
'11132010-10', 0.98046875
'11132110-20', 0.97265625
'11132110-10', 0.98046875
'11132230-30', 0.9921875
'11132230-20', 0.984375
'11132310-20', 0.97265625
'11132310-10', 0.98046875
'11132410-20', 0.984375
'11132410-10', 0.9921875
'11132510-50', 0.9921875
'11132630-11', 0.9921875
'11132720-10', 0.984375
'11132810-20', 0.984375
'11132810-10', 0.9921875
'11132950-50', 0.9921875
'11133010-60', 0.98046875
'11133010-52', 0.98046875
'11133010-50', 0.98046875
'11133010-20', 0.97265625
'11133030-70', 0.98046875
'11133030-50', 0.98046875
'11133130-60', 0.9921875
'11133230-30', 0.98828125
'11133230-11', 0.98828125
'11133230-58', 0.98828125
'11133310-10', 0.99609375
'11133420-11', 0.984375
'11133510-61', 0.99609375
'11133510-10', 0.99609375
'11133630-50', 0.9921875
'11133630-20', 0.984375
'11133710-11', 0.98046875
'11133710-10', 0.98046875
'11133810-50', 0.984375
'11133910-10', 0.99609375
'11134050-63', 0.9921875
'11134110-60', 0.9921875
'11134210-60', 0.99609375
'11134310-50', 0.98046875
'11134310-63', 0.98046875
'11134410-10', 0.984375
'11134410-63', 0.984375
'11134530-11', 0.9921875
'11134610-50', 0.9921875
'11134610-60', 0.9921875
'11134710-10', 0.9921875
'11134710-21', 0.9921875
'11134710-60', 0.9921875
'11134810-20', 0.984375
'11134810-50', 0.9921875
'11134810-60', 0.9921875
'11135010-20', 0.984375
'11135010-50', 0.9921875
'11135210-20', 0.98046875
'11135210-50', 0.98828125
'11135540-10', 0.984375
'11135540-20', 0.9765625
'11135610-11', 0.9921875
'11135710-60', 0.984375
'11135940-20', 0.97265625
'11135940-50', 0.98046875
'11136010-10', 0.9921875
'11136110-10', 0.9921875
'11136220-10', 0.9921875
'11136220-11', 0.9921875
'11136320-62', 0.9921875
'11136410-10', 0.9921875
'11136410-11', 0.9921875
'11136410-20', 0.984375
'11136530-11', 0.9921875
'11136530-70', 0.9921875
'11136610-10', 0.98046875
'11136610-11', 0.98046875
'11136610-20', 0.97265625
'11136610-60', 0.98046875
'11136710-10', 0.9921875
'11136710-11', 0.9921875
'11136810-62', 0.9921875
'11136950-10', 0.9921875
'11137110-59', 0.98046875
'11137110-63', 0.98046875
'11137210-11', 0.98046875
'11137210-50', 0.98046875
'11137310-10', 0.9921875
'11137430-11', 0.99609375
'11137430-30', 0.99609375
'11137530-60', 0.9921875
'11137610-50', 0.9921875
'11137610-60', 0.9921875
'11137710-20', 0.97265625
'11137710-60', 0.98046875
'11137810-11', 0.9765625
'11137810-50', 0.9765625
'11137910-60', 0.99609375
'11138080-50', 0.9765625
'11138080-70', 0.9765625
'11138110-70', 0.99609375
'11138210-60', 0.9921875
'11138330-60', 0.9921875
'11138420-50', 0.984375
'11138420-64', 0.984375
'11138510-10', 0.9921875
'11138610-10', 0.9921875
'11138710-63', 0.99609375
'11138810-20', 0.98046875
'11138810-50', 0.98828125
'11138980-50', 0.984375
'11139020-60', 0.98828125
'11139020-50', 0.98828125
'11139020-14', 0.98828125
'11139020-70', 0.98828125
'11139110-50', 0.9921875
'11139210-10', 0.9921875
'11139210-60', 0.9921875
'11139350-10', 0.98046875
'11139350-50', 0.98046875
'11139410-50', 0.9921875
'11139510-10', 0.9921875
'11139510-60', 0.9921875
'11139610-10', 0.9921875
'11139730-50', 0.98046875
'11139730-64', 0.98046875
'11139880-11', 0.9765625
'11139880-50', 0.9765625
'11139910-20', 0.984375
'11139910-72', 0.9921875
'11140010-20', 0.97265625
'11140010-50', 0.98046875
'11140130-11', 0.9921875
'11140130-60', 0.9921875
'11140220-60', 0.99609375
'11140320-10', 0.98828125
'11140320-11', 0.98828125
'11140320-62', 0.98828125
'11140420-63', 0.984375
'11140510-82', 0.99609375
'11140650-60', 0.99609375
'11140750-10', 0.99609375
'11140810-30', 0.9921875
'11140810-50', 0.9921875
'11140980-10', 0.98828125
'11141120-32', 0.984375
'11141120-50', 0.984375
'11141210-10', 0.99609375
'11141210-64', 0.99609375
'11141310-10', 0.98046875
'11141310-30', 0.98046875
'11141310-50', 0.98046875
'11141310-60', 0.98046875
'11141330-50', 0.9921875
'11141480-10', 0.9765625
'11141520-10', 0.98828125
'11141520-50', 0.98828125
'11141520-60', 0.98828125
'11141620-50', 0.98046875
'11141620-64', 0.98046875
'11141710-20', 0.9765625
'11141710-50', 0.984375
'11141810-20', 0.97265625
'11141810-50', 0.98046875
'11141910-20', 0.9765625
'11141910-50', 0.984375
'11141910-59', 0.984375
'11142020-64', 0.98828125
'11142020-10', 0.98828125
'11142020-11', 0.98828125
'11142110-11', 0.9765625
'11142110-20', 0.96875
'11142230-50', 0.984375
'11142381-11', 0.984375
'11142381-50', 0.984375
'11142410-14', 0.98046875
'11142410-20', 0.97265625
'11142530-10', 0.9921875
'11142610-10', 0.98046875
'11142610-50', 0.98046875
'11142610-60', 0.98046875
'11142610-63', 0.98046875
'11142780-50', 0.98046875
'11142810-50', 0.9921875
'11142810-63', 0.9921875
'11142910-11', 0.984375
'11143110-63', 0.9921875
'11143110-10', 0.9921875
'11143230-50', 0.98046875
'11143310-11', 0.98046875
'11143430-50', 0.98046875
'11143510-10', 0.984375
'11143520-62', 0.984375
'11143610-10', 0.984375
'11143620-62', 0.98828125
'11143620-60', 0.98828125
'11143710-60', 0.98046875
'11143710-63', 0.98046875
'11143820-11', 0.9921875
'11143820-50', 0.9921875
'11143830-50', 0.98828125
'11143830-60', 0.98828125
'11143920-10', 0.99609375
'11143920-11', 0.99609375
'11144010-10', 0.984375
'11144020-10', 0.9921875
'11144020-11', 0.9921875
'11144020-12', 0.9921875
'11144020-14', 0.9921875
'11144020-19', 0.9921875
'11144020-50', 0.9921875
'11144020-60', 0.9921875
'11144020-62', 0.9921875
'11144020-64', 0.9921875
'11144210-10', 0.9921875
'11144210-62', 0.9921875
'11144310-10', 0.984375
'11144310-19', 0.984375
'11144310-20', 0.9765625
'11144310-60', 0.984375
'11144310-62', 0.984375
'11144310-69', 0.984375
'11144410-11', 0.9765625
'11144410-60', 0.9765625
'11144581-50', 0.98828125
'11144610-63', 0.984375
'11144710-60', 0.98046875
'11144810-50', 0.9921875
'11144840-10', 0.984375
'11144840-19', 0.984375
'11144840-50', 0.984375
'11144840-51', 0.984375
'11144910-10', 0.98046875
'11144910-11', 0.98046875
'11144910-14', 0.98046875
'11144910-50', 0.98046875
'11145081-10', 0.98828125
'11145180-11', 0.9765625
'11145180-50', 0.9765625
'11145210-50', 0.98046875
'11145310-10', 0.9921875
'11145410-60', 0.99609375
'11145510-50', 0.984375
'11145510-19', 0.984375
'11145510-10', 0.984375
'11145681-10', 0.984375
'11145710-62', 0.984375
'11145710-60', 0.984375
'11145710-50', 0.984375
'11145710-12', 0.984375
'11145810-50', 0.9921875
'11145810-11', 0.9921875
'11145930-10', 0.98828125
